file_name,group_name,line_start,line_end
21-24889_DETS_29112021_V4_6URRUDU.AGS,"PROJ",0,4

21-24889_DETS_29112021_V4_6URRUDU.AGS,"LOCA",6,14

21-24889_DETS_29112021_V4_6URRUDU.AGS,"SAMP",16,31

21-24889_DETS_29112021_V4_6URRUDU.AGS,"GCHM",33,76

21-24889_DETS_29112021_V4_6URRUDU.AGS,"ABBR",78,89

21-24889_DETS_29112021_V4_6URRUDU.AGS,"UNIT",91,101

21-24889_DETS_29112021_V4_6URRUDU.AGS,"TYPE",103,114

21-25178_DETS_01122021_V4_VgIwlVR.AGS,"PROJ",0,4

21-25178_DETS_01122021_V4_VgIwlVR.AGS,"LOCA",6,14

21-25178_DETS_01122021_V4_VgIwlVR.AGS,"SAMP",16,25

21-25178_DETS_01122021_V4_VgIwlVR.AGS,"GCHM",27,46

21-25178_DETS_01122021_V4_VgIwlVR.AGS,"ABBR",48,59

21-25178_DETS_01122021_V4_VgIwlVR.AGS,"UNIT",61,71

21-25178_DETS_01122021_V4_VgIwlVR.AGS,"TYPE",73,84

21-25179_DETS_01122021_V4_IYV0RTo.AGS,"PROJ",0,4

21-25179_DETS_01122021_V4_IYV0RTo.AGS,"LOCA",6,10

21-25179_DETS_01122021_V4_IYV0RTo.AGS,"SAMP",12,20

21-25179_DETS_01122021_V4_IYV0RTo.AGS,"GCHM",22,45

21-25179_DETS_01122021_V4_IYV0RTo.AGS,"ABBR",47,58

21-25179_DETS_01122021_V4_IYV0RTo.AGS,"UNIT",60,70

21-25179_DETS_01122021_V4_IYV0RTo.AGS,"TYPE",72,83

21-26216_DETS_16122021_V4_XNUlTfA.AGS,"PROJ",0,4

21-26216_DETS_16122021_V4_XNUlTfA.AGS,"LOCA",6,11

21-26216_DETS_16122021_V4_XNUlTfA.AGS,"SAMP",13,28

21-26216_DETS_16122021_V4_XNUlTfA.AGS,"GCHM",30,81

21-26216_DETS_16122021_V4_XNUlTfA.AGS,"ABBR",83,94

21-26216_DETS_16122021_V4_XNUlTfA.AGS,"UNIT",96,106

21-26216_DETS_16122021_V4_XNUlTfA.AGS,"TYPE",108,119

D1043-21-23122021_jUPGPZy.ags,"PROJ",0,4

D1043-21-23122021_jUPGPZy.ags,"ABBR",6,27

D1043-21-23122021_jUPGPZy.ags,"TRAN",29,33

D1043-21-23122021_jUPGPZy.ags,"TYPE",35,56

D1043-21-23122021_jUPGPZy.ags,"UNIT",58,77

D1043-21-23122021_jUPGPZy.ags,"CONG",79,86

D1043-21-23122021_jUPGPZy.ags,"CONS",88,115

D1043-21-23122021_jUPGPZy.ags,"GRAG",117,171

D1043-21-23122021_jUPGPZy.ags,"GRAT",173,1535

D1043-21-23122021_jUPGPZy.ags,"LBSG",1537,1546

D1043-21-23122021_jUPGPZy.ags,"LBST",1548,1971

D1043-21-23122021_jUPGPZy.ags,"LLPL",1973,2025

D1043-21-23122021_jUPGPZy.ags,"LNMC",2027,2079

D1043-21-23122021_jUPGPZy.ags,"LOCA",2081,2096

D1043-21-23122021_jUPGPZy.ags,"PTST",2098,2103

D1043-21-23122021_jUPGPZy.ags,"SAMP",2105,2311

D1043-21-23122021_jUPGPZy.ags,"TREG",2313,2320

D1043-21-23122021_jUPGPZy.ags,"TRET",2322,2329

D1043-21-23122021_jUPGPZy.ags,"TRIG",2331,2380

D1043-21-23122021_jUPGPZy.ags,"TRIT",2382,2431

